H00024 NP_003318.1 TNR4_HUMAN
H12002 NP_006184.2 PAX4_HUMAN
H12005 NP_000221.1 LEP_HUMAN
H12027 NP_001449.3 FLNC_HUMAN
H12028 NP_001120959.1 FLNC_HUMAN
H12033 NP_001092099.1 IRF5_HUMAN
H12034 NP_001092100.1 IRF5_HUMAN
H12035 NP_001092097.2 IRF5_HUMAN
H12036 NP_116032.1 IRF5_HUMAN
H12037 NP_036602.1 TNPO3_HUMAN
H12038 NP_001177957.2 TNPO3_HUMAN
H12047 NP_005002.3 NRF1_HUMAN
H12048 NP_001035199.1 NRF1_HUMAN
H12051 NP_057562.3 NIPA_HUMAN
H12078 NP_068579.3 EXOC4_HUMAN
H12082 NP_001619.1 ALDR_HUMAN
H12083 NP_064695.3 AK1BA_HUMAN
H12087 NP_004333.1 CALD1_HUMAN
H12088 NP_149129.2 CALD1_HUMAN
H12089 NP_149347.2 CALD1_HUMAN
H12090 NP_149130.1 CALD1_HUMAN
H12091 NP_149131.1 CALD1_HUMAN
H12109 NP_000730.1 ACM2_HUMAN
H12110 NP_001006627.1 ACM2_HUMAN
H12111 NP_001006628.1 ACM2_HUMAN
H12112 NP_001006629.1 ACM2_HUMAN
H12113 NP_001006630.1 ACM2_HUMAN
H12114 NP_001006631.1 ACM2_HUMAN
H12115 NP_001006632.1 ACM2_HUMAN
H12116 NP_001006633.1 ACM2_HUMAN
H12125 NP_003843.3 TIF1A_HUMAN
H12126 NP_056989.2 TIF1A_HUMAN
H12129 NP_065683.2 VPP4_HUMAN
H12130 NP_570855.2 VPP4_HUMAN
H12131 NP_570856.2 VPP4_HUMAN
H12133 NP_065961.2 K1549_HUMAN
H12134 NP_001158137.1 K1549_HUMAN
H12164 NP_004324.2 BRAF_HUMAN
H12202 NP_000074.2 CLCN1_HUMAN
H12207 NP_005223.4 EPHA1_HUMAN
H12231 NP_071890.2 TPK1_HUMAN
H12247 NP_689770.3 ZN746_HUMAN
H12248 NP_001156946.1 ZN746_HUMAN
H12272 NP_060854.2 GIMA5_HUMAN
H12280 NP_000229.1 KCNH2_HUMAN
H12281 NP_742054.1 KCNH2_HUMAN
H12282 NP_742053.1 KCNH2_HUMAN
H12283 NP_000594.2 NOS3_HUMAN
H12284 NP_001153581.1 NOS3_HUMAN
H12285 NP_001153582.1 NOS3_HUMAN
H12286 NP_001153583.1 NOS3_HUMAN
H12315 NP_057287.2 AAKG2_HUMAN
H12316 NP_001035723.1 AAKG2_HUMAN
H12317 NP_077747.1 AAKG2_HUMAN
H12321 NP_005422.1 XRCC2_HUMAN
H12324 NP_001034439.1 DPP6_HUMAN
H12325 NP_570629.2 DPP6_HUMAN
H12327 NP_001927.3 DPP6_HUMAN
H12334 NP_001418.2 HME2_HUMAN
H12337 NP_000184.1 SHH_HUMAN
H12362 NP_904356.1 FBX25_HUMAN
H12363 NP_904357.1 FBX25_HUMAN
H12364 NP_036305.2 FBX25_HUMAN
H12373 NP_078872.2 MCPH1_HUMAN
H12374 NP_001166045.1 MCPH1_HUMAN
H12375 NP_001166046.1 MCPH1_HUMAN
H12376 NP_001138.1 ANGP2_HUMAN
H12377 NP_001112359.1 ANGP2_HUMAN
H12378 NP_001112360.1 ANGP2_HUMAN
H12382 NP_005209.1 DEFB1_HUMAN
H12431 NP_078883.2 PPR3B_HUMAN
H12432 NP_003738.2 TNKS1_HUMAN
H12440 NP_060354.4 PINX1_HUMAN
H12447 NP_444509.2 F167A_HUMAN
H12448 NP_001706.2 BLK_HUMAN
H12449 NP_002043.2 GATA4_HUMAN
H12455 NP_001899.1 CATB_HUMAN
H12456 NP_680090.1 CATB_HUMAN
H12457 NP_680091.1 CATB_HUMAN
H12458 NP_680092.1 CATB_HUMAN
H12459 NP_680093.1 CATB_HUMAN
H12480 NP_631906.2 SGCZ_HUMAN
H12481 NP_839952.1 TUSC3_HUMAN
H12482 NP_006756.2 TUSC3_HUMAN
H12483 NP_619729.1 MSRE_HUMAN
H12484 NP_619730.1 MSRE_HUMAN
H12485 NP_002436.1 MSRE_HUMAN
H12488 NP_057437.1 ZDHC2_HUMAN
H12493 NP_004677.3 MTMR7_HUMAN
H12498 NP_001001925.1 MTUS1_HUMAN
H12499 NP_001001924.1 MTUS1_HUMAN
H12500 NP_001001931.1 MTUS1_HUMAN
H12501 NP_001159865.1 MTUS1_HUMAN
H12502 NP_065800.1 MTUS1_HUMAN
H12507 NP_006188.3 PCM1_HUMAN
H12508 NP_004306.3 ASAH1_HUMAN
H12509 NP_001120977.1 ASAH1_HUMAN
H12510 NP_808592.2 ASAH1_HUMAN
H12513 NP_001153651.1 ARY1_HUMAN
H12514 NP_000653.3 ARY1_HUMAN
H12515 NP_001153642.1 ARY1_HUMAN
H12516 NP_001153643.1 ARY1_HUMAN
H12517 NP_001153644.1 ARY1_HUMAN
H12518 NP_001153645.1 ARY1_HUMAN
H12519 NP_001153646.1 ARY1_HUMAN
H12520 NP_000006.2 ARY2_HUMAN
H12521 NP_056125.3 PSD3_HUMAN
H12522 NP_996792.1 PSD3_HUMAN
H12530 NP_000228.1 LIPL_HUMAN
H12536 NP_066300.1 LZTS1_HUMAN
H12552 NP_060881.2 HAIR_HUMAN
H12553 NP_005135.2 HAIR_HUMAN
H12556 NP_003009.2 PSPC_HUMAN
H12557 NP_001165881.1 PSPC_HUMAN
H12558 NP_001165828.1 PSPC_HUMAN
H12570 NP_005596.2 PP2BC_HUMAN
H12584 NP_003833.4 TR10B_HUMAN
H12585 NP_671716.2 TR10B_HUMAN
H12588 NP_003835.3 TR10A_HUMAN
H12591 NP_002309.1 LOXL2_HUMAN
H12595 NP_006158.2 NKX31_HUMAN
H12598 NP_055080.2 ADA28_HUMAN
H12599 NP_068547.2 ADA28_HUMAN
H12604 NP_005373.2 NFM_HUMAN
H12606 NP_006149.2 NFL_HUMAN
H12609 NP_001076580.1 GON1_HUMAN
H12619 NP_150646.3 ADA1A_HUMAN
H12620 NP_150645.2 ADA1A_HUMAN
H12621 NP_150647.2 ADA1A_HUMAN
H12622 NP_000671.2 ADA1A_HUMAN
H12631 NP_000733.2 ACHA2_HUMAN
H12632 NP_001970.2 HYES_HUMAN
H12636 NP_878185.1 SCAR3_HUMAN
H12637 NP_057324.2 SCAR3_HUMAN
H12647 NP_059108.1 FZD3_HUMAN
H12673 NP_000544.2 WRN_HUMAN
H12674 NP_001153467.1 NRG1_HUMAN
H12675 NP_001153471.1 NRG1_HUMAN
H12676 NP_001153473.1 NRG1_HUMAN
H12677 NP_039256.2 NRG1_HUMAN
H12678 NP_039258.1 NRG1_HUMAN
H12679 NP_039250.2 NRG1_HUMAN
H12680 NP_039251.2 NRG1_HUMAN
H12681 NP_039254.1 NRG1_HUMAN
H12683 NP_001153480.1 NRG1_HUMAN
H12684 NP_039252.2 NRG1_HUMAN
H12685 NP_001153477.1 NRG1_HUMAN
H12689 NP_039253.1 NRG1_HUMAN
H12710 NP_000016.1 ADRB3_HUMAN
H12714 NP_000340.2 STAR_HUMAN
H12723 NP_075447.1 NSD3_HUMAN
H12724 NP_060248.2 NSD3_HUMAN
H12726 NP_001167538.1 FGFR1_HUMAN
H12727 NP_056934.2 FGFR1_HUMAN
H12728 NP_075594.1 FGFR1_HUMAN
H12729 NP_075593.1 FGFR1_HUMAN
H12730 NP_075598.2 FGFR1_HUMAN
H12731 NP_001167534.1 FGFR1_HUMAN
H12732 NP_001167536.1 FGFR1_HUMAN
H12733 NP_001167537.1 FGFR1_HUMAN
H12734 NP_001167535.1 FGFR1_HUMAN
H12745 NP_003807.1 ADAM9_HUMAN
H12762 NP_001135918.1 ANK1_HUMAN
H12763 NP_065208.2 ANK1_HUMAN
H12764 NP_065210.2 ANK1_HUMAN
H12765 NP_065209.2 ANK1_HUMAN
H12766 NP_001135917.1 ANK1_HUMAN
H12767 NP_065213.2 ANK1_HUMAN
H12768 NP_000028.3 ANK1_HUMAN
H12769 NP_065211.2 ANK1_HUMAN
H12770 NP_001092882.1 KAT6A_HUMAN
H12771 NP_006757.2 KAT6A_HUMAN
H12772 NP_001092883.1 KAT6A_HUMAN
H12775 NP_127509.1 TPA_HUMAN
H12776 NP_000921.1 TPA_HUMAN
H12792 NP_060575.1 THAP1_HUMAN
H12793 NP_945354.1 THAP1_HUMAN
H12814 NP_003059.1 SNAI2_HUMAN
H12825 NP_000903.2 OPRK_HUMAN
H12837 NP_071899.1 SOX17_HUMAN
H12839 NP_006260.1 RP1_HUMAN
H12849 NP_002646.2 PLAG1_HUMAN
H12850 NP_001108106.1 PLAG1_HUMAN
H12851 NP_001108107.1 PLAG1_HUMAN
H12852 NP_001011668.1 CHCH7_HUMAN
H12853 NP_001011667.1 CHCH7_HUMAN
H12854 NP_077276.2 CHCH7_HUMAN
H12855 NP_001011669.1 CHCH7_HUMAN
H12856 NP_001011671.1 CHCH7_HUMAN
H12857 NP_001011670.1 CHCH7_HUMAN
H12865 NP_000771.2 CP7A1_HUMAN
H12876 NP_060250.2 CHD7_HUMAN
H12892 NP_000361.1 TTPA_HUMAN
H12907 NP_000747.1 CRF_HUMAN
H12938 NP_006531.1 NCOA2_HUMAN
H12942 NP_742057.1 EYA1_HUMAN
H12943 NP_742055.1 EYA1_HUMAN
H12944 NP_000494.2 EYA1_HUMAN
H12945 NP_742056.1 EYA1_HUMAN
H12950 NP_003209.2 TERF1_HUMAN
H12951 NP_059523.2 TERF1_HUMAN
H12975 NP_000309.1 PEX2_HUMAN
H12976 NP_001073336.1 PEX2_HUMAN
H12977 NP_001165557.1 PEX2_HUMAN
H12978 NP_001165558.1 PEX2_HUMAN
H13030 NP_000058.1 CAH2_HUMAN
H13046 NP_003812.1 RIPK2_HUMAN
H13049 NP_002476.2 NBN_HUMAN
H13061 NP_783552.1 MTG8_HUMAN
H13062 NP_004340.1 MTG8_HUMAN
H13063 NP_783553.1 MTG8_HUMAN
H13064 NP_783554.1 MTG8_HUMAN
H13074 NP_714915.3 MKS3_HUMAN
H13075 NP_001135773.1 MKS3_HUMAN
H13097 NP_150601.1 T53I1_HUMAN
H13098 NP_001129205.1 T53I1_HUMAN
H13103 NP_001001557.1 GDF6_HUMAN
H13109 NP_277047.2 TSYL5_HUMAN
H13111 NP_060877.3 LAP4B_HUMAN
H13159 NP_056528.2 RIR2B_HUMAN
H13160 NP_001165949.1 RIR2B_HUMAN
H13161 NP_001165948.1 RIR2B_HUMAN
H13180 NP_001376.1 DPYS_HUMAN
H13184 NP_036214.2 FOG2_HUMAN
H13220 NP_054831.2 TRPS1_HUMAN
H13221 NP_003747.1 EIF3H_HUMAN
H13225 NP_776250.2 ZNT8_HUMAN
H13226 NP_001166282.1 ZNT8_HUMAN
H13227 NP_001166284.1 ZNT8_HUMAN
H13228 NP_001166285.1 ZNT8_HUMAN
H13229 NP_001166286.1 ZNT8_HUMAN
H13231 NP_000118.2 EXT1_HUMAN
H13234 NP_002537.3 TR11B_HUMAN
H13237 NP_002505.1 NOV_HUMAN
H13238 NP_001124335.1 ENPP2_HUMAN
H13239 NP_006200.3 ENPP2_HUMAN
H13240 NP_001035181.1 ENPP2_HUMAN
H13249 NP_055758.1 ZHX2_HUMAN
H13270 NP_009149.2 RN139_HUMAN
H13279 NP_079471.1 TRIB1_HUMAN
H13280 NP_777571.1 FA84B_HUMAN
H13282 NP_002458.2 MYC_HUMAN
H13290 NP_004510.1 KCNQ3_HUMAN
H13297 NP_003226.4 THYG_HUMAN
H13301 NP_003873.1 WISP1_HUMAN
H13302 NP_543028.1 WISP1_HUMAN
H13303 NP_006087.2 NDRG1_HUMAN
H13304 NP_001128714.1 NDRG1_HUMAN
H13313 NP_056996.2 F135B_HUMAN
H13316 NP_113654.4 TPPC9_HUMAN
H13317 NP_001153844.1 TPPC9_HUMAN
H13323 NP_722560.1 FAK1_HUMAN
H13324 NP_055772.2 DEND3_HUMAN
H13350 NP_000488.3 C11B1_HUMAN
H13351 NP_001021384.1 C11B1_HUMAN
H13352 NP_000489.3 C11B2_HUMAN
H13396 NP_000436.2 PLEC_HUMAN
H13397 NP_958780.1 PLEC_HUMAN
H13398 NP_958781.1 PLEC_HUMAN
H13399 NP_958782.1 PLEC_HUMAN
H13400 NP_958783.1 PLEC_HUMAN
H13401 NP_958784.1 PLEC_HUMAN
H13402 NP_958785.1 PLEC_HUMAN
H13403 NP_958786.1 PLEC_HUMAN
H13427 NP_036211.2 DGAT1_HUMAN
H13447 NP_004251.3 RECQ4_HUMAN
H13458 NP_054785.2 COMD5_HUMAN
H13459 NP_001074473.1 COMD5_HUMAN
H13460 NP_001074472.1 COMD5_HUMAN
H13461 NP_066405.1 ZN250_HUMAN
H13462 NP_001103159.1 ZN250_HUMAN
H13475 NP_982272.2 DOCK8_HUMAN
H13476 NP_001177387.1 DOCK8_HUMAN
H13477 NP_001180465.1 DOCK8_HUMAN
H13478 NP_055973.2 KANK1_HUMAN
H13480 NP_068770.2 DMRT1_HUMAN
H13487 NP_001018066.1 VLDLR_HUMAN
H13488 NP_003374.3 VLDLR_HUMAN
H13489 NP_598004.1 KCNV2_HUMAN
H13493 NP_001035878.1 GLIS3_HUMAN
H13494 NP_689842.3 GLIS3_HUMAN
H13496 NP_004161.4 EAA3_HUMAN
H13502 NP_004963.1 JAK2_HUMAN
H13514 NP_005502.1 MAR1_HUMAN
H13516 NP_036548.1 RNBP6_HUMAN
H13517 NP_254274.1 IL33_HUMAN
H13522 NP_000161.2 GCSP_HUMAN
H13528 NP_002830.1 PTPRD_HUMAN
H13530 NP_569076.2 PTPRD_HUMAN
H13532 NP_001164496.1 PTPRD_HUMAN
H13533 NP_569075.2 PTPRD_HUMAN
H13536 NP_003820.2 MPDZ_HUMAN
H13554 NP_060107.3 BNC2_HUMAN
H13568 NP_065077.1 NCKX2_HUMAN
H13569 NP_001180217.1 NCKX2_HUMAN
H13570 NP_004520.2 AF9_HUMAN
H13586 NP_000596.2 IFNA2_HUMAN
H13590 NP_002442.2 MTAP_HUMAN
H13591 NP_000068.1 CD2A1_HUMAN
H13592 NP_478102.2 CD2A2_HUMAN
H13593 NP_478104.2 CD2A1_HUMAN
H13594 NP_004927.2 CDN2B_HUMAN
H13595 NP_511042.1 CDN2B_HUMAN
H13615 NP_060795.1 CI072_HUMAN
H13616 NP_659442.2 CI072_HUMAN
H13620 NP_005793.2 TOPRS_HUMAN
H13625 NP_778243.1 APTX_HUMAN
H13626 NP_778239.1 APTX_HUMAN
H13629 NP_001488.2 B4GT1_HUMAN
H13667 NP_036276.1 DNAI1_HUMAN
H13678 NP_000146.2 GALT_HUMAN
H13679 NP_001136256.1 I11RA_HUMAN
H13684 NP_002980.1 CCL21_HUMAN
H13694 NP_009057.1 TERA_HUMAN
H13695 NP_004620.1 FANCG_HUMAN
H13710 NP_998839.1 TPM2_HUMAN
H13711 NP_003280.2 TPM2_HUMAN
H13717 NP_003986.2 ANPRB_HUMAN
H13737 NP_001177317.1 GLCNE_HUMAN
H13738 NP_001121699.1 GLCNE_HUMAN
H13739 NP_005467.1 GLCNE_HUMAN
H13740 NP_001177312.1 GLCNE_HUMAN
H13741 NP_001177313.1 GLCNE_HUMAN
H13748 NP_055606.1 MELK_HUMAN
H13749 NP_057953.1 PAX5_HUMAN
H13752 NP_036335.1 GRHPR_HUMAN
H13816 NP_003549.1 PI51B_HUMAN
H13818 NP_001155178.1 FRDA_HUMAN
H13819 NP_000135.2 FRDA_HUMAN
H13820 NP_852090.1 FRDA_HUMAN
H13856 NP_000680.2 AL1A1_HUMAN
H13859 NP_060132.3 TRPM6_HUMAN
H13860 NP_001170781.1 TRPM6_HUMAN
H13861 NP_001170782.1 TRPM6_HUMAN
H13877 NP_001018047.1 VP13A_HUMAN
H13878 NP_150648.2 VP13A_HUMAN
H13879 NP_056001.1 VP13A_HUMAN
H13880 NP_001018048.1 VP13A_HUMAN
H13896 NP_038466.2 UBQL1_HUMAN
H13897 NP_444295.1 UBQL1_HUMAN
H13907 NP_006171.2 NTRK2_HUMAN
H13908 NP_001018074.1 NTRK2_HUMAN
H13909 NP_001018075.1 NTRK2_HUMAN
H13910 NP_001018076.1 NTRK2_HUMAN
H13911 NP_001007098.1 NTRK2_HUMAN
H13923 NP_004929.2 DAPK1_HUMAN
H13955 NP_004551.2 ROR2_HUMAN
H13956 NP_006406.1 SPTC1_HUMAN
H13957 NP_847894.1 SPTC1_HUMAN
H13991 NP_000498.2 F16P1_HUMAN
H13992 NP_001121100.1 F16P1_HUMAN
H13997 NP_000127.2 FANCC_HUMAN
H13998 NP_001077072.1 PTC1_HUMAN
H13999 NP_001077071.1 PTC1_HUMAN
H14000 NP_000255.2 PTC1_HUMAN
H14001 NP_001077075.1 PTC1_HUMAN
H14002 NP_001077076.1 PTC1_HUMAN
H14003 NP_001077073.1 PTC1_HUMAN
H14004 NP_001077074.1 PTC1_HUMAN
H14007 NP_000188.1 DHB3_HUMAN
H14028 NP_000371.1 XPA_HUMAN
H14029 NP_004464.2 FOXE1_HUMAN
H14043 NP_078918.3 GLT12_HUMAN
H14045 NP_001124388.1 TGFR1_HUMAN
H14046 NP_004603.1 TGFR1_HUMAN
H14047 NP_149078.1 ALG2_HUMAN
H14049 NP_775292.1 NR4A3_HUMAN
H14050 NP_008912.2 NR4A3_HUMAN
H14051 NP_775291.1 NR4A3_HUMAN
H14068 NP_000026.2 ALDOB_HUMAN
H14087 NP_005493.2 ABCA1_HUMAN
H14094 NP_005412.1 TAL2_HUMAN
H14101 NP_003631.2 ELP1_HUMAN
H14124 NP_005583.1 MUSK_HUMAN
H14125 NP_001159752.1 MUSK_HUMAN
H14126 NP_001159753.1 MUSK_HUMAN
H14164 NP_000022.3 HEM2_HUMAN
H14180 NP_056219.3 WHRN_HUMAN
H14181 NP_001166896.1 WHRN_HUMAN
H14182 NP_001077354.2 WHRN_HUMAN
H14188 NP_005109.2 TNF15_HUMAN
H14189 NP_001235.1 TNFL8_HUMAN
H14190 NP_002151.2 TENA_HUMAN
H14199 NP_001093149.1 TRI32_HUMAN
H14200 NP_036342.2 TRI32_HUMAN
H14201 NP_612564.1 TLR4_HUMAN
H14209 NP_056466.1 PHF19_HUMAN
H14210 NP_001009936.1 PHF19_HUMAN
H14211 NP_001177874.1 TRAF1_HUMAN
H14212 NP_005649.1 TRAF1_HUMAN
H14213 NP_001177876.1 TRAF1_HUMAN
H14215 NP_008949.4 CNTRL_HUMAN
H14218 NP_000168.1 GELS_HUMAN
H14219 NP_001121138.1 GELS_HUMAN
H14220 NP_001121139.1 GELS_HUMAN
H14221 NP_001121134.1 GELS_HUMAN
H14223 NP_001121136.1 GELS_HUMAN
H14224 NP_001121137.1 GELS_HUMAN
H14225 NP_937895.1 GELS_HUMAN
H14228 NP_115941.2 DAB2P_HUMAN
H14229 NP_619723.1 DAB2P_HUMAN
H14240 NP_000953.2 PGH1_HUMAN
H14241 NP_542158.1 PGH1_HUMAN
H14278 NP_004950.2 STF1_HUMAN
H14294 NP_005338.1 GRP78_HUMAN
H14306 NP_002307.2 LMX1B_HUMAN
H14308 NP_001167618.1 LMX1B_HUMAN
H14346 NP_001108225.1 EGLN_HUMAN
H14347 NP_000109.1 EGLN_HUMAN
H14363 NP_079348.1 PGES2_HUMAN
H14383 NP_001003722.1 GLE1_HUMAN
H14384 NP_001490.1 GLE1_HUMAN
H14405 NP_055723.1 DOLK_HUMAN
H14425 NP_055321.1 TOR1B_HUMAN
H14426 NP_000104.1 TOR1A_HUMAN
H14431 NP_055848.1 FNBP1_HUMAN
H14439 NP_446464.1 ASSY_HUMAN
H14440 NP_000041.2 ASSY_HUMAN
H14444 NP_009297.2 ABL1_HUMAN
H14445 NP_005148.2 ABL1_HUMAN
H14453 NP_005076.3 NU214_HUMAN
H14457 NP_001070833.1 POMT1_HUMAN
H14458 NP_009102.3 POMT1_HUMAN
H14459 NP_001129585.1 POMT1_HUMAN
H14460 NP_001070834.1 POMT1_HUMAN
H14461 NP_001129586.1 POMT1_HUMAN
H14468 NP_055861.3 SETX_HUMAN
H14477 NP_000359.1 TSC1_HUMAN
H14478 NP_001155898.1 TSC1_HUMAN
H14479 NP_001155899.1 TSC1_HUMAN
H14489 NP_065202.2 BGAT_HUMAN
H14499 NP_620594.1 ATS13_HUMAN
H14500 NP_620596.2 ATS13_HUMAN
H14501 NP_620595.1 ATS13_HUMAN
H14510 NP_000778.3 DOPO_HUMAN
H14519 NP_000084.3 CO5A1_HUMAN
H14543 NP_835258.1 LHX3_HUMAN
H14544 NP_055379.1 LHX3_HUMAN
H14550 NP_434701.1 CARD9_HUMAN
H14551 NP_434700.2 CARD9_HUMAN
H14560 NP_060087.3 NOTC1_HUMAN
H14563 NP_006403.2 PLCB_HUMAN
H14564 NP_001012745.1 PLCB_HUMAN
H14585 NP_000945.3 PTGDS_HUMAN
H14589 NP_997698.1 ABCA2_HUMAN
H14590 NP_001597.2 ABCA2_HUMAN
H14598 NP_057303.2 MA1B1_HUMAN
H14600 NP_000823.4 NMDZ1_HUMAN
H14601 NP_001172019.1 NMDZ1_HUMAN
H14602 NP_001172020.1 NMDZ1_HUMAN
H14603 NP_015566.1 NMDZ1_HUMAN
H14604 NP_067544.1 NMDZ1_HUMAN
H14618 NP_543153.1 NPT2C_HUMAN
H14619 NP_001170787.1 NPT2C_HUMAN
H14620 NP_001170788.1 NPT2C_HUMAN
H14631 NP_056352.3 NSMF_HUMAN
H14632 NP_001124441.1 NSMF_HUMAN
H14633 NP_001124442.1 NSMF_HUMAN
H14634 NP_001124443.1 NSMF_HUMAN
H14635 NP_001171535.1 NSMF_HUMAN
H14643 NP_079033.4 EHMT1_HUMAN
H14644 NP_001138999.1 EHMT1_HUMAN
H14667 NP_001291.3 KLF6_HUMAN
H14668 NP_001153596.1 KLF6_HUMAN
H14669 NP_001153597.1 KLF6_HUMAN
H14675 NP_003730.4 AK1C3_HUMAN
H14680 NP_001040625.1 ARHG8_HUMAN
H14681 NP_005854.2 ARHG8_HUMAN
H14695 NP_000408.1 IL2RA_HUMAN
H14696 NP_116294.1 SPF45_HUMAN
H14697 NP_001139019.1 SPF45_HUMAN
H14710 NP_002042.1 GATA3_HUMAN
H14711 NP_001002295.1 GATA3_HUMAN
H14727 NP_006014.2 CD123_HUMAN
H14728 NP_705718.1 KCC1D_HUMAN
H14729 NP_065130.1 KCC1D_HUMAN
H14731 NP_001008212.1 OPTN_HUMAN
H14732 NP_001008213.1 OPTN_HUMAN
H14733 NP_001008214.1 OPTN_HUMAN
H14734 NP_068815.2 OPTN_HUMAN
H14738 NP_006205.1 PAHX_HUMAN
H14739 NP_001032626.1 PAHX_HUMAN
H14754 NP_001029027.1 DCR1C_HUMAN
H14755 NP_071932.2 DCR1C_HUMAN
H14756 NP_001029029.1 DCR1C_HUMAN
H14757 NP_001029030.1 DCR1C_HUMAN
H14776 NP_001072.2 CUBN_HUMAN
H14788 NP_963890.2 CACB2_HUMAN
H14789 NP_963887.2 CACB2_HUMAN
H14790 NP_963891.1 CACB2_HUMAN
H14792 NP_963865.2 CACB2_HUMAN
H14793 NP_963866.2 CACB2_HUMAN
H14794 NP_000715.2 CACB2_HUMAN
H14795 NP_963884.2 CACB2_HUMAN
H14796 NP_963864.1 CACB2_HUMAN
H14800 NP_116201.7 PXDC2_HUMAN
H14801 NP_998734.1 NEBL_HUMAN
H14802 NP_006384.1 NEBL_HUMAN
H14803 NP_001166955.1 NEBL_HUMAN
H14808 NP_004632.1 AF10_HUMAN
H14816 NP_005019.2 PI42A_HUMAN
H14820 NP_835455.1 PTF1A_HUMAN
H14832 NP_000809.1 DCE2_HUMAN
H14833 NP_001127838.1 DCE2_HUMAN
H14836 NP_005461.2 ABI1_HUMAN
H14837 NP_001012768.1 ABI1_HUMAN
H14838 NP_001012769.1 ABI1_HUMAN
H14839 NP_001012770.1 ABI1_HUMAN
H14840 NP_001171587.1 ABI1_HUMAN
H14841 NP_001171590.1 ABI1_HUMAN
H14842 NP_001171591.1 ABI1_HUMAN
H14843 NP_001171592.1 ABI1_HUMAN
H14844 NP_001171593.1 ABI1_HUMAN
H14845 NP_001171594.1 ABI1_HUMAN
H14846 NP_001171595.1 ABI1_HUMAN
H14847 NP_001171596.1 ABI1_HUMAN
H14863 NP_775767.2 MPP7_HUMAN
H14882 NP_001167564.1 ZEB1_HUMAN
H14883 NP_110378.3 ZEB1_HUMAN
H14884 NP_001167566.1 ZEB1_HUMAN
H14885 NP_001167567.1 ZEB1_HUMAN
H14886 NP_001121600.1 ZEB1_HUMAN
H14887 NP_001167565.1 ZEB1_HUMAN
H14912 NP_003582.2 CUL2_HUMAN
H14934 NP_659449.3 CCNY_HUMAN
H14935 NP_859049.2 CCNY_HUMAN
H14976 NP_000600.1 SDF1_HUMAN
H14977 NP_001029058.1 SDF1_HUMAN
H14978 NP_001171605.1 SDF1_HUMAN
H14979 NP_954637.1 SDF1_HUMAN
H15039 NP_067049.2 RHG22_HUMAN
H15041 NP_001006940.3 LRC18_HUMAN
H15049 NP_000115.1 ERCC6_HUMAN
H15052 NP_065574.3 CLAT_HUMAN
H15053 NP_001136405.1 CLAT_HUMAN
H15054 NP_066264.3 CLAT_HUMAN
H15055 NP_066265.3 CLAT_HUMAN
H15056 NP_066266.3 CLAT_HUMAN
H15057 NP_001136401.1 CLAT_HUMAN
H15058 NP_001136406.1 CLAT_HUMAN
H15072 NP_001138733.1 NCOA4_HUMAN
H15073 NP_001138732.1 NCOA4_HUMAN
H15074 NP_001138734.1 NCOA4_HUMAN
H15075 NP_001138735.1 NCOA4_HUMAN
H15076 NP_005428.1 NCOA4_HUMAN
H15108 NP_689416.1 IPMK_HUMAN
H15111 NP_003192.1 TFAM_HUMAN
H15120 NP_005427.2 CCDC6_HUMAN
H15130 NP_115575.1 ARI5B_HUMAN
H15135 NP_955524.3 TALAN_HUMAN
H15137 NP_000390.2 EGR2_HUMAN
H15138 NP_001129649.1 EGR2_HUMAN
H15139 NP_001129650.1 EGR2_HUMAN
H15140 NP_001129651.1 EGR2_HUMAN
H15145 NP_037398.2 CTNA3_HUMAN
H15146 NP_001120856.1 CTNA3_HUMAN
H15167 NP_689922.3 STOX1_HUMAN
H15168 NP_001123633.1 STOX1_HUMAN
H15169 NP_001123632.1 STOX1_HUMAN
H15170 NP_001123631.1 STOX1_HUMAN
H15171 NP_001123634.1 STOX1_HUMAN
H15176 NP_004887.2 VP26A_HUMAN
H15177 NP_001030337.1 VP26A_HUMAN
H15180 NP_277033.1 HXK1_HUMAN
H15181 NP_277032.1 HXK1_HUMAN
H15182 NP_277035.2 HXK1_HUMAN
H15183 NP_277031.1 HXK1_HUMAN
H15184 NP_000179.2 HXK1_HUMAN
H15185 NP_001048.2 NK2R_HUMAN
H15187 NP_066279.2 NGN3_HUMAN
H15209 NP_005032.2 PERF_HUMAN
H15210 NP_001076585.1 PERF_HUMAN
H15215 NP_000272.1 PHS_HUMAN
H15219 NP_071407.4 CAD23_HUMAN
H15220 NP_001165401.1 CAD23_HUMAN
H15221 NP_001165402.1 CAD23_HUMAN
H15222 NP_443068.1 CAD23_HUMAN
H15223 NP_001165403.1 CAD23_HUMAN
H15227 NP_001165404.1 CAD23_HUMAN
H15228 NP_001165405.1 CAD23_HUMAN
H15229 NP_001165406.1 CAD23_HUMAN
H15230 NP_001165407.1 CAD23_HUMAN
H15231 NP_001035930.1 SAP_HUMAN
H15232 NP_002769.1 SAP_HUMAN
H15233 NP_001035931.1 SAP_HUMAN
H15234 NP_004264.2 CHST3_HUMAN
H15256 NP_057149.1 RT16_HUMAN
H15283 NP_054706.1 VINC_HUMAN
H15284 NP_003364.1 VINC_HUMAN
H15289 NP_036462.2 KAT6B_HUMAN
H15303 NP_001014797.1 KCMA1_HUMAN
H15304 NP_002238.2 KCMA1_HUMAN
H15305 NP_001154824.1 KCMA1_HUMAN
